Variety,Growernr_seeduser,Growernr_seedproducer,Year,Sensitivity,Ares,Mah,DefH,dk,GPS_coord,strains_1,strains_2,strains_3,strains_4,strains_5,strains_6,strains_7,strains_8,strains_9
HZ_20,Grower_279,Grower_58,2019,Tolerant,0.45,SE,SE,0,083086-399310,0,0,8,8,5,0,1,0,0
HZ_51,Grower_174,Grower_61,2019,Susceptible,1.62,SE,SE,0,041912-371724,0,0,0,0,0,0,0,0,0
HZ_20,Grower_95,Grower_58,2021,Tolerant,0.8,SE,SE,0,183019-594629,0,0,5,4,3,0,0,0,1
HZ_24,Grower_173,Grower_48,2021,Tolerant,3.7,SE,SE,0,183648-520326,0,0,3,0,1,0,0,1,0
HZ_29,Grower_69,Grower_2,2020,Tolerant,0.45,SE,SE,0,226328-603099,0,0,0,0,0,0,0,0,0
HZ_17,Grower_127,Grower_61,2023,Susceptible,0.7,PB4,PB4,0,167432-581817,0,0,3,0,0,1,0,3,0
HZ_21,Grower_12,Grower_89,2020,Verysusceptible,0.81,SE,SE,0,254439-598953,0,0,0,0,0,0,0,0,0
HZ_4,Grower_310,Grower_4,2019,Verysusceptible,4.3,SE,SE,0,216620-595878,0,0,4,1,1,0,0,0,0
HZ_13,Grower_399,Grower_46,2020,Tolerant,1.9,SE,SE,0,061579-372240,0,0,2,0,1,0,1,0,0
HZ_20,Grower_332,Grower_1,2022,Tolerant,2.0,SE,SE,0,179205-591434,0,0,2,1,0,0,0,2,0
HZ_3,Grower_100,Grower_76,2020,Tolerant,0.9,SE,SE,0,179557-587835,0,0,5,3,3,0,0,0,0
HZ_5,Grower_270,Grower_8,2021,Susceptible,2.72,SE,A,1,084101-402693,0,0,0,0,0,0,0,2,0
HZ_14,Grower_301,Grower_29,2020,Susceptible,0.91,SE,SE,0,248164-606395,0,0,1,0,0,0,0,0,0
HZ_17,Grower_218,Grower_12,2021,Susceptible,2.91,E,E,0,117088-537473,0,0,6,3,4,0,0,2,0
HZ_7,Grower_133,Grower_59,2021,Tolerant,1.3,SE,SE,0,162048-580273,0,0,0,0,0,0,0,0,0
HZ_4,Grower_238,Grower_132,2019,Verysusceptible,0.74,SE,A,0,059134-372738,0,0,8,6,6,1,0,0,0
HZ_5,Grower_89,Grower_3,2020,Susceptible,0.6,SE,SE,0,193434-599996,0,0,4,1,1,0,0,0,0
HZ_35,Grower_281,Grower_48,2023,Tolerant,2.0,S,A,0,077021-395187,0,0,6,2,3,2,6,6,0
HZ_12,Grower_159,Grower_146,2020,Susceptible,1.8,SE,E,0,176347-493323,0,0,2,1,1,0,0,0,0
HZ_3,Grower_388,Grower_86,2020,Tolerant,0.75,SE,SE,0,171675-529144,0,0,0,0,0,0,0,0,0
HZ_4,Grower_67,Grower_57,2023,Verysusceptible,0.74,PB3,PB3,0,233865-599180,0,0,0,0,0,0,0,0,0
HZ_20,Grower_203,Grower_76,2019,Tolerant,2.78,SE,SE,0,230024-435491,0,0,8,1,3,0,0,0,0
HZ_22,Grower_296,Grower_153,2019,Tolerant,2.35,E,E,0,240984-600335,0,0,3,2,1,0,0,0,0
HZ_1,Grower_217,Grower_38,2021,Tolerant,0.93,SE,SE,0,118624-540544,0,0,7,4,4,0,0,2,0
HZ_16,Grower_9,Grower_8,2022,Susceptible,2.4,SE,SE,0,263586-581369,0,0,3,1,1,1,0,8,1
HZ_17,Grower_445,Grower_42,2019,Susceptible,0.62,SE,SE,0,166730-584278,0,0,8,1,3,0,0,0,0
HZ_3,Grower_151,Grower_86,2022,Tolerant,1.59,SE,SE,0,161093-542763,0,0,1,0,1,0,0,1,0
HZ_12,Grower_188,Grower_146,2019,Susceptible,3.0,SE,A,0,169619-522209,0,0,8,0,3,0,0,0,0
HZ_5,Grower_272,Grower_42,2021,Susceptible,3.2,SE,SE,0,089886-398603,0,0,3,0,1,0,0,1,0
HZ_17,Grower_196,Grower_46,2020,Susceptible,0.65,E,E,0,120124-567489,0,0,4,4,2,0,0,0,0
HZ_32,Grower_114,Grower_44,2020,Susceptible,0.75,SE,SE,0,176061-590948,0,0,0,0,0,0,0,0,0
HZ_3,Grower_98,Grower_44,2023,Tolerant,0.25,SE,SE,0,182216-594415,0,0,1,0,1,0,0,0,0
HZ_20,Grower_196,Grower_83,2020,Tolerant,1.2,E,E,0,116701-563578,0,0,4,0,1,0,0,0,0
HZ_20,Grower_218,Grower_197,2020,Tolerant,1.37,E,E,0,119214-537317,0,0,0,0,0,0,0,0,0
HZ_3,Grower_366,Grower_39,2021,Tolerant,1.87,SE,SE,0,247787-604687,0,0,1,0,0,0,0,1,0
HZ_17,Grower_51,Grower_47,2022,Susceptible,3.39,SE,SE,0,214124-586352,0,0,4,1,2,1,1,4,0
HZ_4,Grower_250,Grower_1,2021,Verysusceptible,2.9,SE,E,1,014968-367063,0,0,7,1,3,0,0,8,0
HZ_20,Grower_209,Grower_102,2019,Tolerant,1.88,E,E,0,132814-534700,0,0,0,0,0,0,0,0,0
HZ_3,Grower_197,Grower_83,2022,Tolerant,0.9,PB4,E,0,117950-563116,0,0,6,2,3,0,1,7,0
HZ_17,Grower_213,Grower_133,2019,Susceptible,0.75,E,E,0,134241-542987,0,0,8,7,4,0,4,0,0
HZ_42,Grower_277,Grower_66,2022,Verysusceptible,4.9,SE,E,0,075670-393066,0,0,8,1,0,0,3,2,0
HZ_3,Grower_329,Grower_65,2022,Tolerant,1.08,PB4,PB4,0,166066-586334,0,0,6,2,3,2,4,7,0
HZ_20,Grower_83,Grower_1,2023,Tolerant,3.0,SE,SE,0,198280-599784,0,0,0,0,0,0,0,0,0
HZ_39,Grower_34,Grower_102,2022,Tolerant,1.81,SE,SE,0,245688-608189,0,0,3,0,0,0,5,7,0
HZ_37,Grower_274,Grower_44,2020,Tolerant,0.15,SE,B,0,076498-402959,0,0,7,2,4,0,0,0,0
HZ_12,Grower_129,Grower_126,2022,Susceptible,0.5,E,A,0,157609-553076,0,0,0,0,0,0,0,0,0
HZ_9,Grower_179,Grower_67,2023,Verysusceptible,0.63,PB4,PB4,0,180552-522891,0,0,3,0,3,0,0,0,0
HZ_17,Grower_349,Grower_46,2020,Susceptible,0.52,E,A,0,132700-544477,0,0,6,5,5,0,0,0,0
HZ_24,Grower_205,Grower_48,2023,Tolerant,3.9,SE,SE,0,115365-560272,0,0,0,0,0,0,0,0,0
HZ_3,Grower_332,Grower_112,2021,Tolerant,1.4,SE,-,0,178275-592438,0,0,1,0,0,0,0,1,0
HZ_17,Grower_78,Grower_163,2020,Susceptible,0.31,PB4,-,0,200985-599953,0,0,8,0,3,0,0,0,0
HZ_3,Grower_327,Grower_76,2021,Tolerant,1.0,SE,SE,0,188558-596588,0,0,2,1,1,0,0,0,1
HZ_42,Grower_93,Grower_66,2019,Verysusceptible,0.38,SE,SE,0,187943-595881,0,0,8,8,5,0,0,0,0
HZ_17,Grower_138,Grower_61,2019,Susceptible,0.85,SE,SE,0,167869-581865,0,0,6,4,3,0,0,0,0
HZ_5,Grower_259,Grower_47,2022,Susceptible,3.4,E,E,0,049846-363015,0,0,1,1,1,0,0,0,0
HZ_3,Grower_196,Grower_208,2019,Tolerant,0.48,PB3,-,0,118697-569836,0,0,0,0,0,0,0,0,0
HZ_20,Grower_83,Grower_116,2020,Tolerant,1.32,SE,E,0,194015-599362,0,0,1,1,0,0,0,0,0
HZ_5,Grower_53,Grower_47,2021,Susceptible,1.0,E,E,0,218912-590199,0,0,1,1,0,0,0,1,0
HZ_20,Grower_330,Grower_40,2019,Tolerant,0.73,SE,E,1,174487-589823,0,0,8,8,5,0,1,0,0
HZ_10,Grower_255,Grower_11,2023,Tolerant,2.6,SE,AF,0,044815-369810,0,0,1,0,1,0,0,1,0
HZ_23,Grower_63,Grower_36,2023,Verysusceptible,0.8,SE,AF,0,228462-598611,0,0,8,0,8,3,0,8,0
HZ_43,Grower_141,Grower_61,2020,Tolerant,1.6,SE,SE,0,160257-581250,0,0,4,0,1,0,0,0,0
HZ_11,Grower_22,Grower_12,2020,Tolerant,0.8,SE,SE,0,237145-606365,0,0,5,0,2,0,0,0,0
HZ_17,Grower_3,Grower_47,2022,Susceptible,1.27,E,E,0,249376-595017,0,0,4,1,2,1,1,4,0
HZ_43,Grower_329,Grower_65,2022,Tolerant,2.77,E,E,0,166066-586334,0,0,4,2,2,1,0,4,0
HZ_20,Grower_220,Grower_12,2021,Tolerant,1.44,E,A,1,129831-543725,0,0,7,2,4,0,1,6,1
HZ_12,Grower_186,Grower_146,2020,Susceptible,0.8,SE,SE,0,173476-515592,0,0,2,1,1,0,0,0,0
HZ_4,Grower_209,Grower_90,2021,Verysusceptible,1.0,PB4,PB4,0,131505-533336,0,0,0,0,0,0,0,0,0
HZ_16,Grower_290,Grower_32,2020,Susceptible,2.25,E,E,0,243601-599337,0,0,5,0,2,0,0,0,0
HZ_8,Grower_296,Grower_28,2021,Tolerant,0.86,SE,SE,0,240433-601522,0,0,1,0,0,0,0,0,1
HZ_22,Grower_201,Grower_32,2021,Tolerant,0.8,SE,SE,0,092534-400762,0,0,3,0,1,0,0,0,0
HZ_21,Grower_279,Grower_89,2019,Verysusceptible,3.25,SE,SE,0,084575-402299,0,0,1,1,0,0,0,0,0
HZ_8,Grower_342,Grower_48,2020,Tolerant,1.36,SE,A,0,187282-517071,0,0,0,0,0,0,0,0,0
HZ_17,Grower_383,Grower_42,2020,Susceptible,1.0,SE,SE,0,164774-581114,0,0,8,0,3,0,0,0,0
HZ_3,Grower_21,Grower_110,2021,Tolerant,0.8,SE,-,0,240915-606963,0,0,5,0,2,0,0,0,0
HZ_10,Grower_27,Grower_17,2022,Tolerant,1.11,SE,E,0,241586-606268,0,0,0,0,0,0,0,0,0
HZ_3,Grower_71,Grower_2,2019,Tolerant,3.14,SE,SE,0,228459-602721,0,0,1,1,0,0,0,0,0
HZ_43,Grower_141,Grower_18,2019,Tolerant,1.3,E,E,0,156126-570045,0,0,1,1,0,0,0,0,0
HZ_3,Grower_123,Grower_40,2021,Tolerant,0.65,E,E,0,170750-587935,0,0,4,0,1,0,0,0,0
HZ_13,Grower_7,Grower_22,2022,Tolerant,2.0,E,E,0,260478-590598,0,0,3,2,0,0,0,2,0
HZ_17,Grower_83,Grower_65,2021,Susceptible,1.47,S,E,1,196131-598184,0,0,7,1,3,0,1,0,0
HZ_49,Grower_161,Grower_8,2019,Susceptible,2.56,SE,SE,0,161062-490436,0,0,8,4,6,0,0,0,0
HZ_24,Grower_24,Grower_24,2022,Tolerant,0.72,SE,SE,0,242521-600184,0,0,6,6,1,0,0,2,0
HZ_2,Grower_2,Grower_2,2021,Tolerant,0.84,SE,A,0,251696-602808,0,0,2,0,1,0,0,1,0
HZ_3,Grower_8,Grower_2,2022,Tolerant,2.35,SE,SE,0,247398-595950,0,0,3,0,0,0,1,2,0
HZ_39,Grower_34,Grower_62,2022,Tolerant,1.83,SE,SE,0,245688-608189,0,0,0,0,0,0,0,0,0
HZ_24,Grower_238,Grower_48,2021,Tolerant,3.0,PB4,PB4,0,061870-368978,0,0,3,0,1,0,0,1,0
HZ_20,Grower_452,Grower_98,2019,Tolerant,2.3,E,A,0,130101-540868,0,0,8,8,5,0,4,0,0
HZ_4,Grower_276,Grower_1,2019,Verysusceptible,1.27,SE,SE,0,095358-402471,0,0,6,2,2,1,4,0,0
HZ_3,Grower_133,Grower_42,2023,Tolerant,0.27,SE,SE,0,169817-586729,0,0,1,0,1,0,0,0,0
HZ_3,Grower_202,Grower_18,2023,Tolerant,1.3,SE,SE,0,119868-570230,0,0,1,0,1,0,0,0,0
HZ_39,Grower_289,Grower_42,2020,Tolerant,0.37,SE,E,0,275282-582556,0,0,5,2,2,0,0,0,0
HZ_3,Grower_189,Grower_75,2023,Tolerant,1.13,SE,E,0,174746-519750,0,0,1,0,0,0,0,0,0
HZ_20,Grower_223,Grower_112,2022,Tolerant,1.0,E,E,0,139998-526792,0,0,8,4,8,1,1,4,0
HZ_13,Grower_77,Grower_64,2019,Tolerant,0.77,SE,SE,0,205193-599823,0,0,3,0,1,0,0,0,0
HZ_19,Grower_270,Grower_45,2022,Verysusceptible,2.93,SE,SE,0,084307-402538,0,0,7,7,6,2,4,6,0
HZ_17,Grower_56,Grower_133,2020,Susceptible,0.62,SE,SE,0,225637-592416,0,0,8,3,4,0,0,0,0
HZ_22,Grower_185,Grower_88,2019,Tolerant,2.78,E,E,0,186082-517374,0,0,2,1,1,0,0,0,0
HZ_32,Grower_123,Grower_44,2022,Susceptible,1.0,SE,SE,0,170669-588124,0,0,6,1,0,0,0,2,1
HZ_39,Grower_133,Grower_42,2020,Tolerant,2.5,E,E,0,163032-581393,0,0,5,2,2,0,0,0,0
HZ_3,Grower_316,Grower_2,2019,Tolerant,0.7,SE,A,0,225419-603020,0,0,1,1,0,0,0,0,0
HZ_17,Grower_114,Grower_52,2021,Susceptible,1.7,SE,A,1,170882-588918,0,0,7,3,5,0,0,3,0
HZ_20,Grower_11,Grower_112,2022,Tolerant,1.7,SE,SE,0,251231-602022,0,0,8,4,8,1,1,4,0
HZ_43,Grower_99,Grower_68,2020,Tolerant,0.5,SE,A,0,193553-598249,0,0,8,5,2,0,1,0,0
HZ_19,Grower_248,Grower_50,2021,Verysusceptible,2.32,SE,A,1,058412-374023,0,0,8,5,2,0,0,2,0
HZ_29,Grower_301,Grower_2,2020,Tolerant,1.55,SE,A,0,252408-603064,0,0,1,0,0,0,0,0,0
HZ_20,Grower_20,Grower_2,2019,Tolerant,1.05,SE,A,0,233801-602733,0,0,7,0,3,0,0,0,0
HZ_72,Grower_446,Grower_151,2019,Tolerant,1.95,SE,SE,0,177665-533696,0,0,0,0,0,0,0,0,0
HZ_42,Grower_97,Grower_66,2022,Verysusceptible,1.0,E,E,0,187667-596430,0,0,8,1,0,0,3,2,0
HZ_3,Grower_132,Grower_75,2023,Tolerant,1.82,SE,B,0,157167-573197,0,0,1,0,0,0,0,0,0
HZ_12,Grower_343,Grower_95,2022,Susceptible,2.12,E,E,0,185500-527685,0,0,6,5,6,3,2,6,1
HZ_5,Grower_3,Grower_20,2019,Susceptible,1.88,E,E,0,246790-593043,0,0,0,0,0,0,0,0,0
HZ_51,Grower_291,Grower_5,2022,Susceptible,0.96,SE,SE,0,236191-604313,0,0,8,2,7,4,0,2,1
HZ_38,Grower_236,Grower_40,2021,Tolerant,0.6,E,E,0,144383-524619,0,0,2,0,1,0,0,1,1
HZ_4,Grower_209,Grower_205,2019,Verysusceptible,1.23,PB3,-,0,132020-544362,0,0,0,0,0,0,0,0,0
HZ_49,Grower_88,Grower_133,2019,Susceptible,3.06,SE,SE,0,211105-589870,0,0,1,0,0,0,0,0,0
HZ_16,Grower_74,Grower_17,2021,Susceptible,0.6,SE,SE,0,227618-595178,0,0,3,1,1,0,0,3,0
HZ_20,Grower_102,Grower_76,2020,Tolerant,0.7,SE,E,0,184237-596390,0,0,7,4,4,0,0,0,0
HZ_17,Grower_98,Grower_32,2021,Susceptible,0.45,SE,SE,0,181910-594175,0,0,8,6,6,0,3,8,0
HZ_5,Grower_121,Grower_42,2021,Susceptible,0.85,SE,SE,0,178227-582833,0,0,3,0,1,0,0,1,0
HZ_17,Grower_214,Grower_133,2019,Susceptible,0.29,SE,SE,0,130837-544093,0,0,8,7,4,0,4,0,0
HZ_43,Grower_51,Grower_18,2020,Tolerant,1.99,SE,SE,0,214045-586144,0,0,1,0,0,0,0,0,0
HZ_3,Grower_114,Grower_66,2020,Tolerant,1.75,SE,SE,0,168411-588150,0,0,1,0,0,0,0,0,0
HZ_2,Grower_25,Grower_2,2022,Tolerant,0.9,PB4,PB4,0,239824-607196,0,0,8,2,4,0,1,8,3
HZ_4,Grower_187,Grower_49,2020,Verysusceptible,2.34,SE,E,1,059770-371248,0,0,7,1,3,0,6,0,0
HZ_12,Grower_264,Grower_15,2021,Susceptible,0.89,E,E,0,062064-373809,0,0,5,0,2,0,0,3,0
HZ_20,Grower_203,Grower_98,2023,Tolerant,1.97,SE,A,0,232890-434203,0,0,8,3,8,0,1,8,0
HZ_47,Grower_275,Grower_99,2023,Verysusceptible,0.5,SE,A,0,087187-399536,0,0,7,0,6,3,0,0,0
HZ_1,Grower_1,Grower_1,2022,Tolerant,2.3,SE,SE,0,252458-599275,0,0,1,1,0,0,0,0,0
HZ_4,Grower_87,Grower_52,2022,Verysusceptible,1.8,SE,SE,0,202427-593066,0,0,4,0,1,0,0,0,0
HZ_12,Grower_199,Grower_126,2021,Susceptible,1.0,SE,E,0,117419-565995,0,0,7,8,5,2,6,7,2
HZ_53,Grower_275,Grower_1,2019,Tolerant,1.75,SE,AF,0,083317-401728,0,0,8,3,4,0,1,0,0
HZ_4,Grower_225,Grower_1,2020,Verysusceptible,0.5,SE,-,0,132020-537565,0,0,6,2,2,0,3,0,0
HZ_17,Grower_89,Grower_163,2019,Susceptible,0.7,SE,SE,0,195019-600827,0,0,8,8,5,0,0,0,0
HZ_4,Grower_106,Grower_1,2019,Verysusceptible,3.33,E,E,0,130065-532164,0,0,7,7,5,0,2,0,0
HZ_5,Grower_121,Grower_61,2023,Susceptible,0.8,SE,AF,0,178729-583251,0,0,0,0,0,0,0,0,0
HZ_1,Grower_233,Grower_71,2021,Tolerant,1.0,SE,SE,0,122500-531654,0,0,6,5,5,0,0,3,0
HZ_33,Grower_8,Grower_149,2019,Tolerant,2.39,SE,AF,0,249886-594928,0,0,0,0,0,0,0,0,0
HZ_3,Grower_40,Grower_3,2023,Tolerant,0.9,SE,E,0,247250-604779,0,0,0,0,0,0,0,0,0
HZ_3,Grower_302,Grower_113,2020,Tolerant,1.94,SE,SE,0,247679-608039,0,0,3,0,1,0,0,0,0
HZ_48,Grower_255,Grower_61,2020,Verysusceptible,0.3,SE,A,0,043152-372010,0,0,7,1,3,0,0,0,0
HZ_47,Grower_455,Grower_42,2019,Verysusceptible,2.0,SE,A,1,094691-406575,0,0,7,6,4,0,0,0,0
HZ_12,Grower_253,Grower_95,2021,Susceptible,3.15,SE,SE,0,058668-411529,0,0,5,4,3,2,0,6,0
HZ_17,Grower_206,Grower_147,2021,Susceptible,1.9,E,E,0,114547-567384,0,0,1,0,0,0,0,1,0
HZ_22,Grower_64,Grower_31,2023,Tolerant,0.4,SE,E,0,225496-601116,0,0,8,0,4,0,0,5,0
HZ_23,Grower_303,Grower_36,2021,Verysusceptible,0.52,SE,SE,0,248763-599422,0,0,6,6,1,0,3,6,0
HZ_17,Grower_195,Grower_133,2020,Susceptible,1.2,SE,SE,0,118750-571420,0,0,8,3,4,0,0,0,0
HZ_24,Grower_283,Grower_81,2019,Tolerant,1.25,SE,A,0,171224-426371,0,0,0,0,0,0,0,0,0
HZ_51,Grower_223,Grower_66,2019,Susceptible,0.5,SE,SE,0,128229-536546,0,0,0,0,0,0,0,0,0
HZ_35,Grower_336,Grower_51,2022,Tolerant,0.42,SE,SE,0,176575-528005,0,0,8,1,3,2,8,8,0
HZ_3,Grower_177,Grower_93,2021,Tolerant,0.57,SE,SE,0,182496-522284,0,0,0,0,0,0,0,0,0
HZ_5,Grower_311,Grower_112,2020,Susceptible,1.76,SE,E,0,215630-588997,0,0,2,1,1,0,0,0,0
HZ_20,Grower_392,Grower_82,2020,Tolerant,1.88,SE,SE,0,173817-520081,0,0,0,0,0,0,0,0,0
HZ_35,Grower_27,Grower_51,2021,Tolerant,0.77,E,E,0,243497-609228,0,0,8,7,4,0,4,8,0
HZ_4,Grower_272,Grower_2,2023,Verysusceptible,2.0,SE,SE,0,090425-398427,0,0,2,0,2,0,0,3,0
HZ_35,Grower_147,Grower_51,2021,Tolerant,2.77,E,E,0,178266-535033,0,0,8,7,4,0,4,8,0
HZ_17,Grower_212,Grower_83,2020,Susceptible,0.19,PB3,-,0,133827-535183,0,0,8,0,3,0,0,0,0
HZ_3,Grower_167,Grower_94,2021,Tolerant,1.75,SE,A,0,186029-511819,0,0,0,0,0,0,0,0,0
HZ_19,Grower_6,Grower_24,2022,Verysusceptible,1.0,SE,E,0,264123-588309,0,0,2,0,1,0,1,3,1
HZ_12,Grower_199,Grower_125,2021,Susceptible,0.45,SE,SE,0,117419-565995,0,0,7,5,6,0,3,2,0
HZ_1,Grower_34,Grower_1,2022,Tolerant,0.15,SE,SE,0,245688-608189,0,0,1,1,0,0,0,0,0
HZ_3,Grower_234,Grower_18,2022,Tolerant,0.42,SE,SE,0,120403-516879,0,0,1,1,1,1,0,3,1
HZ_17,Grower_151,Grower_12,2019,Susceptible,1.7,SE,SE,0,177883-537871,0,0,5,2,2,0,0,0,0
HZ_3,Grower_316,Grower_2,2020,Tolerant,0.2,SE,-,0,225022-602474,0,0,2,0,1,0,0,0,0
HZ_37,Grower_274,Grower_44,2020,Tolerant,3.0,SE,SE,0,078906-400750,0,0,7,2,4,0,0,0,0
HZ_21,Grower_152,Grower_89,2022,Verysusceptible,1.0,SE,SE,0,176976-538176,0,0,1,0,1,0,0,3,1
HZ_1,Grower_157,Grower_71,2020,Tolerant,0.65,SE,SE,0,170709-528681,0,0,1,0,0,0,0,0,0
HZ_20,Grower_228,Grower_112,2021,Tolerant,4.7,E,E,0,113434-526227,0,0,8,4,6,2,0,2,1
HZ_29,Grower_291,Grower_132,2020,Tolerant,0.87,SE,E,0,236949-603533,0,0,4,1,1,0,1,0,0
HZ_20,Grower_282,Grower_82,2020,Tolerant,4.49,SE,E,0,234196-436394,0,0,1,0,0,1,0,0,0
HZ_12,Grower_305,Grower_15,2020,Susceptible,3.39,SE,A,0,253022-601985,0,0,0,0,0,0,0,0,0
HZ_20,Grower_83,Grower_116,2020,Tolerant,1.8,SE,E,0,193907-599350,0,0,1,1,0,0,0,0,0
HZ_16,Grower_282,Grower_1,2022,Susceptible,2.74,SE,SE,0,233678-435476,0,0,1,0,1,0,1,1,0
HZ_50,Grower_226,Grower_47,2021,Tolerant,0.3,SE,SE,0,126991-540384,0,0,8,4,6,0,0,8,4
HZ_5,Grower_45,Grower_8,2023,Susceptible,2.13,SE,A,0,213993-593154,0,0,1,0,0,0,0,0,0
HZ_46,Grower_203,Grower_33,2021,Susceptible,1.52,SE,SE,0,229990-436080,0,0,5,1,2,0,0,4,0
HZ_20,Grower_68,Grower_1,2020,Tolerant,1.51,SE,SE,0,118080-563487,0,0,7,1,3,0,0,0,0
HZ_2,Grower_255,Grower_81,2020,Tolerant,3.6,SE,SE,0,042498-370255,0,0,0,0,0,0,0,0,0
HZ_4,Grower_108,Grower_79,2023,Verysusceptible,1.4,E,E,0,182070-582545,0,0,2,1,1,0,0,0,0
HZ_3,Grower_40,Grower_113,2021,Tolerant,0.45,SE,SE,0,246871-604079,0,0,3,0,1,0,0,1,2
HZ_24,Grower_37,Grower_208,2019,Tolerant,0.39,SE,SE,0,246674-605626,0,0,4,2,2,0,0,0,0
HZ_35,Grower_336,Grower_40,2020,Tolerant,0.42,SE,SE,0,176885-528221,0,0,8,8,5,0,8,0,0
HZ_35,Grower_224,Grower_51,2022,Tolerant,4.52,E,E,0,128164-535392,0,0,7,3,3,0,7,7,0
HZ_10,Grower_10,Grower_17,2022,Tolerant,1.13,SE,E,0,262274-585569,0,0,0,0,0,0,0,0,0
HZ_20,Grower_195,Grower_1,2020,Tolerant,0.9,SE,SE,0,118801-570548,0,0,7,1,3,0,0,0,0
HZ_5,Grower_203,Grower_20,2021,Susceptible,1.18,SE,E,0,233630-436633,0,0,4,2,2,0,0,3,0
HZ_9,Grower_296,Grower_2,2022,Verysusceptible,0.9,SE,A,1,239677-601453,0,0,4,1,0,0,8,6,0
HZ_65,Grower_114,Grower_49,2019,Tolerant,0.4,SE,SE,0,168940-589478,0,0,4,2,2,0,0,0,0
HZ_65,Grower_319,Grower_49,2020,Tolerant,0.49,SE,-,0,212311-589487,0,0,6,0,2,0,0,0,0
HZ_17,Grower_208,Grower_42,2019,Susceptible,0.75,SE,A,1,128406-541840,0,0,8,1,3,0,0,0,0
HZ_3,Grower_166,Grower_52,2020,Tolerant,0.91,SE,SE,0,169104-500762,0,0,0,0,0,0,0,0,0
HZ_4,Grower_250,Grower_4,2023,Verysusceptible,4.1,SE,A,0,021101-371586,0,0,7,1,2,0,1,5,0
HZ_22,Grower_173,Grower_88,2019,Tolerant,0.7,SE,SE,0,183079-522601,0,0,2,1,1,0,0,0,0
HZ_16,Grower_282,Grower_17,2021,Susceptible,1.15,SE,AF,0,236598-435754,0,0,0,0,0,0,0,0,0
HZ_20,Grower_408,Grower_122,2019,Tolerant,1.3,SE,SE,0,246816-598729,0,0,8,3,4,0,1,0,0
HZ_24,Grower_37,Grower_208,2019,Tolerant,2.29,E,E,0,246674-605626,0,0,4,2,2,0,0,0,0
HZ_9,Grower_89,Grower_72,2023,Verysusceptible,3.22,SE,SE,0,200333-601318,0,0,3,0,2,0,0,0,0
HZ_3,Grower_108,Grower_33,2021,Tolerant,0.9,E,E,0,180912-585040,0,0,2,0,1,0,0,2,0
HZ_12,Grower_224,Grower_146,2020,Susceptible,0.95,SE,A,0,125092-533519,0,0,2,1,1,0,0,0,0
HZ_4,Grower_358,Grower_1,2022,Verysusceptible,0.4,SE,SE,0,098860-405361,0,0,2,1,1,0,1,6,0
HZ_17,Grower_351,Grower_52,2020,Susceptible,1.02,SE,A,1,133700-539334,0,0,8,4,6,0,0,0,0
HZ_19,Grower_14,Grower_22,2020,Verysusceptible,0.9,E,AF,0,257775-575552,0,0,5,4,3,1,0,0,0
HZ_4,Grower_161,Grower_66,2022,Verysusceptible,3.61,SE,SE,0,169773-508622,0,0,4,0,0,0,0,2,0
HZ_4,Grower_432,Grower_86,2020,Verysusceptible,3.2,SE,A,0,097866-452155,0,0,0,0,0,0,0,0,0
HZ_3,Grower_327,Grower_76,2020,Tolerant,0.88,SE,SE,0,187682-595296,0,0,5,3,3,0,0,0,0
HZ_20,Grower_89,Grower_116,2020,Tolerant,1.2,SE,SE,0,194318-600421,0,0,1,0,0,0,0,0,0
HZ_4,Grower_259,Grower_1,2022,Verysusceptible,0.41,E,E,0,049352-362924,0,0,2,0,1,0,1,6,0
HZ_2,Grower_259,Grower_81,2021,Tolerant,2.6,E,E,0,048849-365843,0,0,2,1,1,0,0,0,0
HZ_16,Grower_26,Grower_8,2022,Susceptible,1.15,E,E,0,239227-599621,0,0,3,1,1,1,0,8,1
HZ_20,Grower_218,Grower_116,2022,Tolerant,0.32,PB4,PB4,0,118014-536557,0,0,4,1,0,2,0,1,0
HZ_12,Grower_19,Grower_52,2021,Susceptible,1.2,SE,SE,0,243705-602241,0,0,8,4,6,2,3,3,0
HZ_4,Grower_259,Grower_9,2020,Verysusceptible,0.8,E,E,0,049337-361574,0,0,6,0,2,0,0,0,0
HZ_2,Grower_259,Grower_165,2021,Tolerant,1.6,SE,SE,0,048849-365843,0,0,5,2,2,0,0,2,0
HZ_37,Grower_122,Grower_44,2022,Tolerant,0.66,SE,-,0,175704-589858,0,0,2,0,0,0,0,2,0
HZ_4,Grower_161,Grower_1,2019,Verysusceptible,1.2,E,A,0,170298-504610,0,0,7,7,5,0,2,0,0
HZ_24,Grower_119,Grower_40,2020,Tolerant,0.9,SE,SE,0,174512-583078,0,0,4,1,1,0,0,0,0
HZ_5,Grower_249,Grower_83,2021,Susceptible,1.0,SE,SE,0,058022-363618,0,0,2,1,1,0,0,1,0
HZ_40,Grower_201,Grower_65,2023,Tolerant,2.2,SE,SE,0,089240-402167,0,0,0,0,0,0,0,0,0
HZ_3,Grower_330,Grower_42,2019,Tolerant,1.0,SE,A,0,174487-589823,0,0,2,1,1,0,0,0,0
HZ_3,Grower_133,Grower_42,2023,Tolerant,1.0,SE,SE,0,169637-586916,0,0,1,0,1,0,0,0,0
HZ_47,Grower_282,Grower_44,2023,Verysusceptible,0.61,SE,E,1,231087-436367,0,0,7,3,7,0,4,0,0
